"zip";"individuals";"total_income";"average_income"
"34108";14820;4906326;331.0611336032389
"34109";24130;2274566;94.26299212598425
"34110";22010;3218159;146.21349386642436
"34112";23040;1094681;47.512196180555556
"34113";22730;1747598;76.88508578970523
"34114";20040;1446393;72.1752994011976
"34116";31320;701866;22.409514687100895
"34117";16270;527829;32.44185617701291
"34119";33830;3257723;96.29686668637304
"34120";42820;2030941;47.42972909855208
"34134";13520;3035832;224.54378698224852
"34135";40280;2631033;65.31859483614697
"34141";580;58781;101.34655172413792
"34142";25300;535860;21.1802371541502
"34145";14030;3681715;262.41732002851035
"34201";3820;356017;93.19816753926702
"34202";26640;2644712;99.27597597597598
"34203";34030;1081059;31.767822509550395
"34205";27080;760173;28.071381093057607
"34207";24630;541061;21.9675598863175
"34208";33960;1195668;35.20812720848056
"34209";28090;1598566;56.90872196511214
"34210";13040;626659;48.056671779141105
"34211";21430;1479851;69.05510965935605
"34212";23210;1305186;56.23377854373115
"34215";750;81671;108.89466666666667
"34217";3180;454415;142.89779874213838
"34219";30020;1370955;45.6680546302465
"34221";42220;1481202;35.08294647086689
"34222";12190;404613;33.19220672682527
"34223";15050;1004218;66.72544850498339
"34224";13260;455074;34.31930618401206
"34228";6200;2591484;417.98129032258066
"34229";7490;861226;114.98344459279039
"34231";26160;1488045;56.882454128440365
"34232";31870;1169196;36.68641355506746
"34233";17000;734661;43.21535294117647
"34234";16940;521772;30.801180637544274
"34235";12700;558676;43.99023622047244
"34236";11600;3139789;270.67146551724136
"34237";13100;381390;29.11374045801527
"34238";21490;1595009;74.22098650535132
"34239";12440;999566;80.35096463022508
"34240";16170;1365256;84.43141620284477
"34241";14590;948865;65.03529814941741
"34242";6510;2128760;326.9984639016897
"34243";26300;1237964;47.07087452471483
"34251";6840;252976;36.98479532163743
"34266";21750;464416;21.352459770114944
"34269";3510;151477;43.155840455840455
"34275";18930;1402812;74.10522979397781
"34285";14080;995116;70.67585227272727
"34286";21270;605995;28.49059708509638
"34287";21310;621961;29.186344439230407
"34288";14280;437426;30.63207282913165
"34289";3170;118764;37.464984227129335
"34291";7830;254645;32.52171136653895
"34292";14910;834223;55.9505700871898
"34293";42010;2006021;47.75103546774577
"34420";15040;352415;23.43184840425532
"34428";7580;229147;30.230474934036938
"34429";7070;274151;38.776661951909475
"34431";7150;189089;26.446013986013988
"34432";10980;320127;29.15546448087432
"34433";6830;175041;25.628257686676427
"34434";8780;215460;24.53986332574032
"34436";6260;165451;26.429872204472844
"34442";14020;598984;42.72353780313837
"34446";15990;484546;30.303064415259538
"34448";7840;250081;31.898086734693877
"34449";2650;65900;24.867924528301888
"34450";8530;271904;31.87620164126612
"34452";10410;257676;24.752737752161384
"34453";9220;266097;28.860845986984817
"34461";8420;324829;38.57826603325416
"34465";15570;477332;30.657161207450226
"34470";17040;419793;24.63573943661972
"34471";23500;1079217;45.92412765957447
"34472";29190;642865;22.023466940733126
"34473";20790;472426;22.723713323713323
"34474";14670;430961;29.377027948193593
"34475";9960;202169;20.29809236947791
"34476";24290;775891;31.942815973651708
"34479";11620;296415;25.509036144578314
"34480";20380;811809;39.83361138370952
"34481";21400;803100;37.52803738317757
"34482";17310;633839;36.61692663200462
"34484";6180;260463;42.14611650485437
"34488";8420;186959;22.2041567695962
"34491";26740;802683;30.01806282722513
"34498";440;15200;34.54545454545455
"34601";18690;565654;30.26506153023007
"34602";7820;241919;30.935933503836317
"34604";10960;333701;30.447171532846717
"34606";23950;611441;25.529895615866387
"34607";7050;323524;45.889929078014184
"34608";29290;700318;23.909798566063504
"34609";40260;1174047;29.161624441132638
"34610";13930;405565;29.114501076812633
"34613";15810;473994;29.980645161290322
"34614";9180;239603;26.100544662309368
"34637";8710;381786;43.83306544202067
"34638";33000;1322746;40.08321212121212
"34639";27210;1080451;39.707864755604554
"34652";21570;701897;32.54042651831247
"34653";26860;674940;25.12807148175726
"34654";20150;653500;32.4317617866005
"34655";42680;1824389;42.74575913776945
"34667";27500;805847;29.303527272727273
"34668";39340;844214;21.459430604982206
"34669";13920;361855;25.995330459770116
"34677";21070;1081165;51.31300427147603
"34683";30070;1660301;55.21453275690057
"34684";23660;991960;41.925612848689774
"34685";16570;1060836;64.0214846107423
"34688";8490;684015;80.56713780918727
"34689";23260;974670;41.90326741186586
"34690";11280;249711;22.1375
"34691";19620;470269;23.968858307849132
"34695";16060;1164906;72.5346201743462
"34698";31410;1686917;53.70636739891754
"34705";2560;68136;26.615625
"34711";61930;2354457;38.01803649281447
"34714";23940;646652;27.01136173767753
"34715";22070;750732;34.015949252378796
"34731";10710;325007;30.346125116713353
"34734";4230;195618;46.245390070921985
"34736";24560;778855;31.712337133550488
"34737";3330;160910;48.32132132132132
"34739";780;19397;24.867948717948718
"34741";49630;934509;18.829518436429577
"34743";35590;682964;19.18977240797977
"34744";57510;1396409;24.2811511041558
"34746";55050;1250291;22.711916439600362
"34747";27100;1301139;48.01250922509225
"34753";7140;144491;20.236834733893556
"34756";3800;232241;61.116052631578945
"34758";41310;756966;18.32403776325345
"34759";41480;930763;22.43883799421408
"34761";44560;1404134;31.51108617594255
"34762";630;21858;34.695238095238096
"34769";23870;576563;24.15429409300377
"34771";29450;1046750;35.54329371816638
"34772";34280;967570;28.225495915986
"34773";5210;167495;32.148752399232244
"34785";10750;318170;29.59720930232558
"34786";43190;4042416;93.59611021069692
"34787";88320;3976462;45.02334692028985
"34788";15440;434591;28.14708549222798
"34797";1300;55641;42.800769230769234
"34945";4590;170062;37.05054466230937
"34946";5610;123031;21.93065953654189
"34947";11670;199212;17.07043701799486
"34949";6640;497164;74.87409638554217
"34950";13060;228693;17.510949464012253
"34951";13170;393285;29.862186788154897
"34952";36170;1136316;31.415980094000552
"34953";75600;2040065;26.984986772486774
"34956";7580;139648;18.423218997361477
"34957";20030;1408041;70.29660509236146
"34972";15070;341986;22.69316522893165
"34974";19240;577170;29.99844074844075
"34981";3970;151111;38.063224181360205
"34982";23350;602461;25.801327623126337
"34983";40990;1077234;26.280409856062455
"34984";16400;565099;34.45725609756098
"34986";28100;1257513;44.75135231316726
"34987";17520;857081;48.92014840182648
"34990";29830;2212424;74.16775058665773
"34994";14090;747977;53.085663591199435
"34996";9100;1528436;167.96
"34997";39580;1915660;48.39969681657403
